Alpha_Node,Total_Support
BAI1,-980
CCNG1,-980
CD82,-980
DDB2,-980
EI24,-980
GTSE1,-980
IGFBP3,-980
PERP,-980
PMAIP1,-980
PPM1D,-980
PTEN,-980
RCHY1,-980
RFWD2,-980
RPRM,-980
RRM2,-980
RRM2B,-980
SERPINB5,-980
SESN1,-980
SESN2,-980
SESN3,-980
SFN,-980
SHISA5,-980
SIAH1,-980
STEAP3,-980
TNFRSF10B,-980
TP53I3,-980
TP73,-980
TSC2,-980
ZMAT3,-980
BAK1,-980
ADGRB1,-980
AIFM2,-980
COP1,-980
PIDD1,-980
SIVA1,-980
APAF1,-980
BID,-980
TNFRSF10A,-980
SAT1,-980
SAT2,-980
SLC7A11,-980
POLK,-980
TTF1,-980
TTF2,-980
TWIST1,-976
MIR10A,-980
MIR10B,-980
TWIST2,-976
U2AF1,-980
U2AF1L4,-980
U2AF1L5,-980
VDR,-966
S100G,-980
SLC34A2,-980
TRPV6,-980
WDR5,-980
WDR5B,-980
WWTR1,-972
AFP,-980
AREG,-980
FGF1,-980
ITGB2,-980
XBP1,-960
YAP1,-914
ZBTB17,-980
